palabra;valencia
demasiado cansado;0,21
obertura;0,49
anular;0,24
visión general;0,615
exceso de peso;0,052
abrumar;0,25
abrumada;0,341
agobiante;0,327
con exceso de trabajo;0,133
sobreexcitado;0,156
demasiado entusiasta;0,427
deber;0,5
debido;0,396
búho;0,52
dueño;0,776
propiedad;0,628
buey;0,417
oxidación;0,453
óxido;0,354
oxígeno;0,908
oxímoron;0,427
ostra;0,5
ozono;0,56
ritmo;0,51
marcapasos;0,448
Pacífico;0,627
pacificado;0,802
chupete;0,615
pacifista;0,663
pacificar;0,812
ritmo;0,583
paquete;0,51
embalaje;0,604
envasador;0,52
paquete;0,582
pacto;0,442
almohadilla;0,684
acolchado;0,606
relleno;0,561
paleta;0,561
bote de remos;0,663
paddock;0,48
arrozal;0,653
candado;0,459
capellán;0,684
himno de alegría;0,552
pagano;0,292
paganismo;0,24
página;0,677
pompa;0,719
buscapersonas;0,51
paginación;0,459
pagoda;0,571
cubo;0,448
dolor;0,012
dolorido;0,112
doloroso;0,05
penosamente;0,156
analgésico;0,487
sin dolor;0,785
esfuerzos;0,106
esmerado;0,396
pintar;0,667
bola de pintura;0,615
Cepillo de pintura;0,714
pintado;0,667
pintor;0,677
cuadro;0,792
par;0,552
cachemir;0,531
pijama;0,908
camarada;0,812
palacio;0,878
sabroso;0,823
paladar;0,625
pálido;0,281
paleontología;0,438
paleta;0,59
féretro;0,277
paladio;0,47
paleta;0,604
paliativo;0,548
palmera;0,531
palmero;0,48
palomino;0,616
palpable;0,552
palpitaciones;0,417
parálisis;0,083
miserable;0,333
mimar;0,792
folleto;0,53
sartén;0,734
panacea;0,42
estilo;0,51
tortita;0,802
panqueques;0,844
páncreas;0,469
panda;0,646
pandemia;0,16
pandemonio;0,229
cristal;0,385
panel;0,469
angustia;0,146
mendigar;0,441
pánico;0,062
ataque de pánico;0,255
pánico;0,1
entrando en pánico;0,094
lleno de pánico;0,284
pañero;0,5
panorama;0,719
panorámico;0,542
pensamiento;0,653
pantalón;0,448
panteón;0,144
pantera;0,303
bragas;0,594
pantomima;0,552
despensa;0,622
pantalones;0,673
bragas;0,451
pantys;0,57
papilla;0,438
papá;0,656
papado;0,481
papal;0,493
papaya;0,63
papel;0,52
libro de bolsillo;0,633
repartidor de periódicos;0,521
pisapapeles;0,421
papeleo;0,448
pimenton;0,417
papiro;0,459
par;0,615
parábola;0,479
parabólico;0,459
paracaídas;0,562
desfile;0,792
paradigma;0,573
paraíso;0,875
paradoja;0,417
paradójico;0,406
parafina;0,426
dechado;0,49
párrafo;0,51
perico;0,576
asistente legal;0,479
paralaje;0,437
paralela;0,568
paralelismo;0,549
parálisis;0,156
paralizar;0,188
paramédico;0,673
paramédicos;0,479
paramilitar;0,154
supremo;0,771
paranoia;0,146
paranoico;0,122
paranormal;0,167
parapeto;0,45
bienes parafernales;0,443
paráfrasis;0,5
parapléjico;0,188
parásito;0,092
sombrilla;0,604
paquete o empaquetar;0,66
paquetes;0,551
tostado;0,25
pergamino;0,615
indulto;0,552
cortar;0,5
parénquima;0,5
padre;0,812
familia;0,903
de los padres;0,76
paréntesis;0,51
entre paréntesis;0,49
paternidad;0,75
paria;0,397
parietal;0,481
mondadura;0,429
parroquia;0,698
paridad;0,582
parque;0,816
anorak;0,469
estacionamiento;0,777
parkinson;0,104
lenguaje;0,51
incrementar dinero en apuestas;0,469
parlamento;0,573
parlamentario;0,49
salón;0,5
parmesano;0,698
parodia;0,561
libertad condicional;0,388
parquet;0,541
loro;0,588
parar;0,51
analizar gramaticalmente;0,469
parsimonioso;0,417
parsimonia;0,449
perejil;0,458
párroco;0,583
parte;0,663
participar;0,755
parcial;0,429
parcialidad;0,375
parcialmente;0,418
partícipe;0,712
participar;0,755
participación;0,781
partícula;0,521
especial;0,562
particularidad;0,67
informe detallado;0,604
de despedida;0,26
partidista;0,615
partidismo;0,438
dividir;0,615
parcialmente;0,415
compañero;0,673
camaradería;0,786
perdiz;0,583
partes;0,459
fiesta;0,948
paso;0,49
pasar;0,51
pasable;0,688
paso;0,429
pasaje;0,49
pasado de moda;0,531
pasajero;0,717
pássim;0,458
paso;0,458
pasión;0,854
apasionado;0,99
pasivo;0,42
pasividad;0,241
llave maestra;0,646
pasaporte;0,653
clave;0,39
pasado;0,49
pasta;0,615
pegar;0,5
pastel;0,719
pasatiempo;0,677
pastor;0,698
pastrami;0,542
Pastelería;0,87
pastar;0,688
pastoso;0,479
palmadita;0,418
parche;0,439
labor de retazos;0,5
coronilla;0,406
rótula;0,43
patentar;0,724
patentado;0,571
paternal;0,776
paternidad;0,704
sendero;0,59
patético;0,088
patológico;0,22
patólogo;0,354
patología;0,271
patetismo;0,35
ruta;0,646
paciencia;0,771
paciente;0,583
patio;0,562
patriarca;0,592
patriarcal;0,531
patrimonio;0,719
patriota;0,771
patriótico;0,875
patriotismo;0,708
patrulla;0,427
patrullero;0,469
patrón;0,583
mecenazgo;0,583
protector;0,439
patrocinar;0,43
protector;0,542
tamborileo;0,312
patrón;0,479
escasez;0,153
pobre;0,26
pausa;0,429
pavimentar;0,594
acera;0,46
pabellón;0,583
pavimentación;0,408
pata;0,417
empeñar;0,39
casa de empeño;0,396
paz;0,551
pagar;0,514
pagadero;0,385
recuperación de la inversión;0,459
cheque de pago;0,896
día de paga;0,833
pagador;0,313
carga útil;0,612
pago;0,629
saldar;0,74
pagar;0,646
teléfono público de monedas;0,469
nómina de sueldos;0,521
guisante;0,58
paz;0,939
pacífico;0,776
pacíficamente;0,901
pacificador;0,865
tranquilidad de espíritu;0,786
tiempo de paz;0,949
durazno;0,704
aterciopelado;0,755
pavo real;0,786
cima;0,5
puntiagudo;0,677
maní;0,646
miseria;0,542
pera;0,677
perla;0,905
nacarado;0,635
guisantes;0,542
campesino;0,53
turba;0,333
Guijarro;0,354
pacana;0,552
picotear;0,202
pájaro carpintero;0,459
peculiar;0,6
peculiaridades;0,511
peculiaridad;0,439
particularmente;0,615
pecuniario;0,49
pedal;0,5
pedante;0,229
difundir;0,539
vendedor ambulante;0,408
pedestal;0,735
peatonal;0,438
pediátrico;0,56
pediatra;0,602
pediatría;0,75
pedicure;0,695
árbol genealógico;0,625
podómetro;0,469
pedófilo;0,051
pipí;0,449
ojeada;0,486
cucú;0,592
pelar;0,439
mirar furtivamente;0,573
mirón;0,182
mirilla;0,479
par;0,458
mirando;0,514
sin par;0,688
furioso;0,156
clavija;0,52
clavijas;0,408
pedazo;0,479
pelágico;0,521
pelícano;0,573
bolita;0,448
pélvico;0,32
pelvis;0,378
lápiz;0,622
penal;0,208
multa;0,062
penitencia;0,219
inclinación;0,688
lápiz;0,552
colgante;0,676
pendiente;0,396
péndulo;0,542
penetrar;0,287
penetrante;0,469
penetración;0,438
pingüino;0,615
penicilina;0,417
pene;0,49
península;0,551
pene;0,354
penitente;0,542
penitenciario;0,229
caligrafía;0,677
banderín;0,542
sin dinero;0,062
centavo;0,615
pensión;0,625
pensionista;0,44
pensativo;0,54
pentágono;0,49
pentagrama;0,51
ático;0,592
penúltimo;0,469
gente;0,604
poblado;0,594
energía;0,51
pimienta;0,4
menta;0,72
pepperoni;0,796
lleno de vida;0,677
péptico;0,398
péptido;0,38
percibir;0,653
por ciento;0,47
porcentaje;0,469
percentil;0,479
perceptible;0,71
percepción;0,653
perceptivo;0,745
perca;0,531
tal vez;0,48
filtración;0,397
percusión;0,622
perdición;0,135
perentorio;0,429
perenne;0,527
Perfecto;0,98
perfección;0,881
perfeccionista;0,667
perfecto;0,802
perforado;0,219
perforación;0,365
forzosamente;0,357
llevar a cabo;0,765
actuación;0,75
ejecutante;0,541
perfume;0,74
perfumado;0,816
peri;0,448
peridoto;0,458
peligro;0,052
peligroso;0,143
perímetro;0,47
período;0,396
periódico;0,677
periódicamente;0,48
periodicidad;0,646
periférico;0,406
periferia;0,469
periscopio;0,604
perecer;0,296
perecedero;0,27
pereció;0,135
pereciendo;0,229
perjurio;0,229
gaje;0,903
alegre;0,896
permanente;0,667
permanencia;0,771
permanente;0,745
permeable;0,635
impregnar;0,417
penetración;0,418
permisible;0,684
permiso;0,612
permisivo;0,633
permiso;0,733
permitido;0,865
permitiendo;0,724
permutación;0,385
pernicioso;0,229
peróxido;0,458
perpendicular;0,51
perpetrar;0,327
autor;0,229
perpetuo;0,625
perpetuamente;0,51
perpetuar;0,397
perpetuación;0,51
perpetuidad;0,59
perplejo;0,312
confuso;0,316
perplejidad;0,275
perseguir;0,281
persecucion;0,229
perserverancia;0,888
perseverar;0,802
persistir;0,765
persistencia;0,684
persistente;0,646
persona;0,646
de buen ver;0,816
personaje;0,653
personal;0,75
personalidad;0,896
personificación;0,76
personal;0,729
personas;0,869
perspectiva;0,688
transpiración;0,385
persuadir;0,62
persuasión;0,612
persuasivo;0,74
impertinente;0,469
pertinente;0,58
perturbación;0,27
tos ferina;0,279
lectura concienzuda;0,622
examinar detenidamente;0,503
penetrante;0,418
perverso;0,146
perversión;0,083
pervertido;0,082
maldito;0,25
pesimismo;0,083
pesimista;0,125
parásito;0,188
molestar;0,143
pestilencia;0,122
majadero;0,427
pesto;0,531
mascota;0,875
pétalo;0,81
chiquita;0,51
petición;0,498
peticionario;0,601
pérdida de mascotas;0,271
molestia;0,375
petrificado;0,221
petrificar;0,177
gasolina;0,418
petróleo;0,583
enaguas;0,55
caricias;0,812
insignificante;0,21
malhumorado;0,247
petunia;0,583
banco de iglesia;0,449
estaño;0,396
peyote;0,406
falange;0,398
fantasma;0,26
faraón;0,656
farmacéutico;0,5
farmacología;0,56
farmacia;0,531
fase;0,645
Faisán;0,541
fenomenal;0,915
fenómeno;0,625
feromona;0,561
Uf;0,531
fi;0,42
filantrópico;0,812
filántropo;0,704
filantropía;0,745
filisteo;0,39
filósofo;0,684
filosófico;0,688
filosofía;0,684
flema;0,173
pho;0,541
fobia;0,173
fénix;0,653
teléfono;0,729
fonético;0,542
fonética;0,646
fónica;0,49
fonógrafo;0,561
fonología;0,695
FALSO;0,115
Fooey;0,333
fosfato;0,5
fósforo;0,438
foto;0,729
fotogénico;0,78
fotografía;0,677
fotógrafo;0,714
fotográfico;0,761
fotografía;0,63
fotometría;0,417
fotón;0,459
frase;0,63
fraseología;0,62
filogenia;0,378
físico;0,75
fisioterapeuta;0,531
médico;0,583
físico;0,635
física;0,582
fisiológico;0,51
fisiología;0,521
físico;0,643
Pi;0,469
pianista;0,806
piano;0,704
plaza;0,625
piccolo;0,625
elegir;0,5
escogido;0,74
recogedor;0,534
piquete;0,365
piquetes;0,33
pepinillo;0,593
en escabeche;0,344
carterista;0,365
levantar;0,561
quisquilloso;0,257
picnic;0,625
pictórico;0,704
imagen;0,714
fotos;0,653
pintoresco;0,802
tarta;0,88
pieza;0,646
poco a poco;0,615
pedazo de mierda;0,083
de varios colores;0,594
muelle;0,583
atravesar;0,365
piedad;0,76
cerdo;0,343
paloma;0,688
cerdito;0,541
a cuestas;0,438
cabezón;0,271
cerdito;0,54
pigmento;0,39
piel de cerdo;0,347
pocilga;0,133
lucio;0,427
montón;0,461
pila de algo;0,469
amontonar;0,34
peregrino;0,531
peregrinaje;0,708
píldora;0,573
pillaje;0,24
pilar;0,583
fortín;0,385
almohada;0,663
funda de almohada;0,5
piloto;0,688
chulo;0,146
espinilla;0,245
alfiler;0,438
pinball;0,582
pellizco;0,34
ratería;0,25
pino;0,583
piña;0,677
silbido;0,541
cabeza de alfiler;0,459
agujerito;0,375
piñón;0,444
rosado;0,806
dedo meñique;0,663
pináculo;0,633
pinot;0,365
determinar con precisión;0,583
medio litro;0,686
caballo pinto;0,57
fijar;0,61
pionero;0,796
piadoso;0,698
pepita;0,448
tubo;0,541
entubado;0,36
tubería;0,479
gaitero;0,569
pipeta;0,48
tubería;0,365
cero a la izquierda;0,347
piqué;0,417
piratería;0,296
piraña;0,219
pirata;0,156
piscina;0,714
orinar;0,354
Molesto;0,102
enfadado;0,24
cabreado;0,378
me enoja;0,18
pissingmeoff;0,208
cabrear;0,255
pistacho;0,643
pistola;0,17
pistón;0,398
fosa;0,408
Agave;0,551
tono;0,521
lanzador;0,51
horca;0,312
trampa;0,177
médula;0,458
sustancial;0,48
lamentable;0,219
deshuesado;0,358
deshuesador;0,469
pituitaria;0,406
lástima;0,16
pivote;0,458
esencial;0,582
foto;0,521
duendecito;0,562
pizza;0,847
dinamismo;0,635
pizzería;0,719
cartel;0,388
lugar;0,573
placebo;0,52
colocación;0,643
placenta;0,375
plácido;0,64
abertura;0,408
plagio;0,135
Plaga;0,083
tartán;0,48
sencillo;0,5
de paisano;0,698
demandante;0,365
lastimero;0,292
plan;0,646
plano;0,51
aviones;0,667
planeta;0,698
planetario;0,704
planetas;0,724
tablón;0,427
plancton;0,552
planificado;0,74
planificador;0,76
planificación;0,894
planta;0,73
plantación;0,573
plantador;0,604
plantando;0,635
placa;0,52
plasma;0,474
yeso;0,438
el plastico;0,49
plasticidad;0,542
plano;0,716
lámina;0,583
meseta;0,611
chapado;0,562
plataforma;0,602
enchapado;0,576
platino;0,75
platónico;0,49
pelotón;0,448
plato;0,686
aplaudir;0,816
plausibilidad;0,705
plausible;0,714
desempeñar;0,812
playa;0,724
reproducción;0,656
libro de jugadas;0,673
playboy;0,646
jugador;0,557
juguetón;0,892
patio de juegos;0,888
teatro;0,719
compañero de juego;0,878
eliminatoria;0,622
corralito;0,698
cuarto de jugar;0,844
juguete;0,708
Tiempo de juego;0,76
dramaturgo;0,672
plaza;0,69
petición;0,633
alegar;0,177
agradable;0,939
encantado;0,939
agradable;0,917
Placer;0,939
placeres;0,896
pliegue;0,49
plisado;0,534
promesa;0,719
prometido;0,719
plenario;0,573
abundante;0,833
mucho;0,827
asamblea plenaria;0,531
plétora;0,646
plexo;0,333
flexible;0,625
plegamiento;0,36
alicates;0,561
situación;0,45
pedestal;0,438
laborioso;0,449
plaf;0,385
gráfico;0,469
arado;0,677
chorlito;0,439
arado;0,531
arada;0,562
táctica;0,458
arrancar;0,375
valeroso;0,816
enchufar;0,531
ciruela;0,724
plumaje;0,656
sondear;0,448
plomero;0,327
plomería;0,469
penacho;0,469
plomada;0,302
rechoncho;0,385
más regordete;0,406
saquear;0,125
inmersión;0,307
émbolo;0,365
plural;0,56
pluralidad;0,683
felpa;0,625
plutonio;0,406
capa;0,458
madera contrachapada;0,561
neumático;0,337
neumonía;0,208
cazador furtivo;0,24
cazadores furtivos;0,315
caza furtiva;0,302
bolsillo;0,458
cartera;0,551
bolsillo;0,594
vaina;0,48
podio;0,627
poema;0,81
poemas;0,833
poeta;0,827
poético;0,86
poética;0,833
poesía;0,697
pogo;0,48
conmovedor;0,646
punto;0,49
intencionadamente;0,408
puntero;0,583
inútil;0,055
puntiagudo;0,469
equilibrio;0,677
veneno;0,083
envenenado;0,057
envenenamiento;0,094
venenoso;0,102
dar un toque;0,365
póker;0,48
pincha;0,365
polar;0,468
polaridad;0,51
polo;0,418
polémica;0,133
policía;0,458
Oficial de policía;0,479
policía;0,542
mujer policía;0,53
política;0,324
polio;0,296
polaco;0,604
pulido;0,667
educado;0,927
cortesía;0,875
diplomático;0,365
político;0,347
política;0,25
gobierno;0,268
polca;0,604
encuesta;0,552
polen;0,622
votación;0,448
contaminar;0,173
contaminación;0,062
polo;0,582
duende;0,271
poliéster;0,479
poligamia;0,365
polígono;0,49
poligonal;0,427
polígrafo;0,427
polímero;0,438
polimorfismo;0,429
pompa;0,448
pomposo;0,5
poncho;0,49
estanque;0,52
reflexionar;0,74
pesado;0,29
apestar;0,5
pontífice;0,625
pontificado;0,584
pontón;0,5
poni;0,812
cola de caballo;0,541
perro;0,355
caniche;0,5
maricón;0,469
piscina;0,625
caca;0,163
pobre;0,156
mal;0,077
estallido;0,673
Palomitas;0,875
papa;0,6
corchete;0,42
amapola;0,635
majaderías;0,347
paleta de hielo;0,667
popular;0,88
popularidad;0,896
popularizado;0,75
población;0,615
populoso;0,52
porcelana;0,562
porche;0,535
puerco espín;0,388
poro;0,427
Cerdo;0,37
cebón;0,521
gordo;0,234
pornografía;0,344
porno;0,302
pornográfico;0,23
pornografía;0,323
porosidad;0,312
poroso;0,385
papilla;0,573
Puerto;0,55
portátil;0,615
porteo;0,49
portal;0,583
portero;0,571
mesón;0,602
portafolio;0,625
porta;0,5
pórtico;0,521
parte;0,536
retrato;0,698
retratar;0,656
pose;0,427
pregunta difícil;0,469
elegante;0,823
postulado;0,615
posición;0,604
posicionamiento;0,615
positivo;0,959
energía positiva;0,94
afirmativamente;0,969
positividad;0,959
grupo;0,398
poseer;0,67
poseído;0,327
provisto de;0,461
posesión;0,677
posesivo;0,279
poseedor;0,48
posibilidad;0,816
posible;0,688
posiblemente;0,448
zarigüeya;0,408
correo;0,52
gastos de envío;0,56
postal;0,765
tarjeta postal;0,822
póster;0,542
posterior;0,51
posteridad;0,565
póstumo;0,232
cartero;0,643
Post mortem;0,296
posponer;0,316
pospuesto;0,439
aplazamiento;0,448
posdata;0,487
postulado;0,487
postura;0,562
maceta;0,5
potable;0,765
potasio;0,469
papa;0,541
patatas;0,69
potencia;0,708
potente;0,698
potencial;0,806
marihuana;0,378
bache;0,344
poción;0,5
probabilidad;0,621
popurrí;0,646
en conserva;0,469
alfarero;0,573
cerámica;0,594
orinal;0,367
bolsa;0,438
aves de corral;0,48
saltar;0,49
libra;0,57
golpeteo;0,333
verter;0,448
abadejo;0,458
haciendo pucheros;0,263
puchero;0,333
pobreza;0,071
pow;0,375
polvo;0,521
en polvo;0,52
energía;0,719
poderoso;0,865
poderosamente;0,854
central eléctrica;0,63
impotente;0,125
pouwow;0,49
viruela;0,235
practicable;0,677
práctico;0,71
prácticamente;0,622
práctica;0,684
experto;0,612
práctica;0,713
facultativo;0,704
pragmático;0,573
pradera;0,673
elogio;0,776
alabado;0,95
alabado sea el Señor;0,851
alabanzas;0,878
loable;0,875
alabando;0,906
cabriola;0,683
broma;0,571
gamba;0,488
práctica;0,438
rezar;0,714
oración;0,745
reza por mí;0,52
Orando;0,646
Mantis religiosa;0,479
predicar;0,602
predicador;0,551
predicación;0,646
preámbulo;0,541
precario;0,107
precaución;0,625
de precaución;0,449
preceder;0,615
precedencia;0,594
precedente;0,574
anterior;0,456
precepto;0,448
preceptor;0,521
precesión;0,469
recinto;0,375
alrededores;0,531
precioso;0,917
precipicio;0,198
precipitado;0,417
precipitación;0,454
precipitado;0,429
preciso;0,833
precisamente;0,816
precisión;0,677
imposibilitar;0,333
precoz;0,398
precursor;0,58
depredador;0,143
predecesor;0,635
Predicamento;0,365
predicado;0,635
predecir;0,615
previsible;0,312
prediciendo;0,463
predicción;0,562
profético;0,479
vaticinador;0,646
predilección;0,667
predisponer;0,469
predispuesto;0,531
predisposición;0,656
predominio;0,684
predominante;0,68
predominar;0,673
preeminente;0,688
derecho preferente de compra;0,521
con derecho preferente;0,642
prefacio;0,459
prefecto;0,698
preferir;0,76
preferible;0,806
preferencia;0,792
preferente;0,74
prefijo;0,521
el embarazo;0,74
embarazada;0,765
prehistórico;0,417
prejuicio;0,11
parcial;0,235
perjudicial;0,115
preliminar;0,462
preludio;0,544
premarital;0,49
prematuro;0,281
