palabra;valencia;pals
trágico;-2;
trágicos;-2;
tragona;-5;
tragonas;-5;
tragono;-5;
tragonos;-5;
traición;-3;
traiciona;-3;
traicionaba;-3;
traicionada;-3;
traicionadas;-3;
traicionado;-3;
traicionados;-3;
traicionamos;-3;
traicionan;-3;
traicionando;-3;
traicionar;-3;
traicionares;-3;
traicionas;-3;
traicioné;-3;
traicionera;-3;
traicioneras;-3;
traicionero;-3;
traicioneros;-3;
traiciónes;-3;
traiciono;-3;
traicionó;-3;
traicionos;-3;
trama;-2;
tramaba;-2;
tramada;-2;
tramadas;-2;
tramado;-2;
tramados;-2;
tramamos;-2;
traman;-2;
tramando;-2;
tramar;-2;
tramas;-2;
tramé;-2;
tramo;-2;
tramó;-2;
trampa;-1;
trampas;-1;
trampo;-1;
trampos;-1;
tramposa;-3;
tramposas;-3;
tramposo;-3;
tramposos;-3;
trampososes;-3;
tranquila;2;
tranquilas;2;
tranquiliza;1;
tranquilizaba;1;
tranquilizada;1;
tranquilizadas;1;
tranquilizado;1;
tranquilizador;2;
tranquilizadores;2;
tranquilizados;1;
tranquilizamos;1;
tranquilizan;1;
tranquilizando;1;
tranquilizar;1;
tranquilizares;1;
tranquilizas;1;
tranquilizé;1;
tranquilizo;1;
tranquilizó;1;
tranquilizos;1;
tranquilo;2;
tranquilos;2;
trapacera;-3;
trapaceras;-3;
trapacero;-3;
trapaceros;-3;
trastorna;-2;
trastornaba;-2;
trastornada;-2;
trastornadas;-2;
trastornado;-2;
trastornador;-2;
trastornadores;-2;
trastornados;-2;
trastornamos;-2;
trastornan;-2;
trastornando;-2;
trastornar;-2;
trastornas;-2;
trastorné;-2;
trastorno;-2;
trastornó;-2;
trastornos;-2;
trastornoses;-2;
trauma;-3;
traumas;-3;
traumática;-3;
traumáticas;-3;
traumático;-3;
traumáticos;-3;
traumo;-3;
traumos;-3;
travesura;-1;
travesuras;-1;
travesuro;-1;
travesuros;-1;
treasonous;-3;
treasonouses;-3;
trémula;-2;
trémulas;-2;
trémulo;-2;
trémulos;-2;
triste;-2;
tristemente;-2;
tristementes;-2;
tristes;-2;
triunfa;4;
triunfante;4;
triunfantes;4;
triunfas;4;
triunfo;4;
triunfos;4;
tuguria;-1;
tugurias;-1;
tugurio;-1;
tugurios;-1;
tumba;-2;
tumbas;-2;
tumbo;-2;
tumbos;-2;
tumor;-2;
tumores;-2;
túnica;-2;
túnicas;-2;
túnico;-2;
túnicos;-2;
una vez en la vida;3;
une;1;
unemos;1;
unen;1;
uner;1;
unes;1;
uní;1;
unía;1;
unida;1;
unidas;1;
unido;1;
unidos;1;
uniendo;1;
unificada;1;
unificadas;1;
unificado;1;
unificados;1;
unió;1;
unir;1;
unirse;1;
unirses;1;
uno;1;
unresearched;-2;
unresearchedes;-2;
urgente;-1;
urgentes;-1;
útil;2;
útiles;2;
utilidad;2;
utilidades;2;
vacía;-1;
vacías;-1;
vacila;-2;
vacilaba;-2;
vacilada;-2;
vaciladas;-2;
vacilado;-2;
vacilados;-2;
vacilamos;-2;
vacilan;-2;
vacilando;-2;
vacilante;-2;
vacilantes;-2;
vacilar;-2;
vacilares;-2;
vacilas;-2;
vacilé;-2;
vacilo;-2;
vaciló;-2;
vacío;-1;
vacíos;-1;
vaga;-2;
vagas;-2;
vago;-2;
vagos;-2;
valida;1;
validaba;1;
validada;1;
validadas;1;
validado;1;
validados;1;
validamos;1;
validan;1;
validando;1;
validar;1;
validares;1;
validas;1;
validé;1;
valido;1;
validó;1;
validos;1;
valiente;2;
valientemente;2;
valientementes;2;
valientes;2;
valor;2;
valores;2;
vana;-2;
vanas;-2;
vano;-2;
vanos;-2;
vejación;-2;
vejaciónes;-2;
vence;-2;
vencemos;-2;
vencen;-2;
vencer;-2;
vences;-2;
vencí;-2;
vencía;-2;
vencida;-2;
vencidas;-2;
vencido;-2;
vencidos;-2;
venciendo;-2;
venció;-2;
vencir;-2;
venco;-2;
venena;-2;
venenas;-2;
veneno;-2;
venenos;-2;
venenoses;-2;
venganza;-2;
venganzas;-2;
venganzo;-2;
venganzos;-2;
vengativa;-2;
vengativas;-2;
vengativo;-2;
vengativos;-2;
ventaja;2;
ventajas;2;
ventajases;2;
ventajo;2;
ventajos;2;
ventilador;3;
ventiladores;3;
veredicta;-1;
veredictas;-1;
veredicto;-1;
veredictos;-1;
veredictoses;-1;
vergonzosa;-2;
vergonzosas;-2;
vergonzoso;-2;
vergonzosos;-2;
vergüenza;-2;
vergüenzas;-2;
vergüenzo;-2;
vergüenzos;-2;
vestíbula;-2;
vestíbulas;-2;
vestíbulo;-2;
vestíbulos;-2;
vibrante;3;
vibrantes;3;
viciosa;-2;
viciosas;-2;
vicioso;-2;
viciosos;-2;
víctima;-2;
víctimas;-3;
víctimas mortales;-3;
víctimases;-3;
victimiza;-3;
victimizaba;-3;
victimizada;-3;
victimizadas;-3;
victimizado;-3;
victimizadora;-3;
victimizadoras;-3;
victimizadoro;-3;
victimizadoros;-3;
victimizados;-3;
victimizamos;-3;
victimizan;-3;
victimizando;-3;
victimizar;-3;
victimizares;-3;
victimizas;-3;
victimizé;-3;
victimizo;-3;
victimizó;-3;
victimizos;-3;
víctimo;-2;
víctimos;-2;
victorias;4;
victoriases;4;
victoriosa;4;
victoriosas;4;
victorioso;4;
victoriosos;4;
vigilante;3;
vigilantes;3;
vil;-3;
viles;-3;
vindica;2;
vindicaba;2;
vindicada;2;
vindicadas;2;
vindicado;2;
vindicados;2;
vindicamos;2;
vindican;2;
vindicando;2;
vindicar;2;
vindicares;2;
vindicas;2;
vindicé;2;
vindico;2;
vindicó;2;
viola;-2;
violaba;-2;
violación;-4;
violaciónes;-4;
violada;-2;
violadas;-2;
violado;-2;
violador;-4;
violadores;-4;
violados;-2;
violamos;-2;
violan;-2;
violando;-2;
violar;-2;
violares;-2;
violas;-2;
violé;-2;
violencia;-3;
violencias;-3;
violencio;-3;
violencios;-3;
violenta;-3;
violentas;-3;
violento;-3;
violentos;-3;
violo;-2;
violó;-2;
violos;-2;
virtuosa;2;
virtuosas;2;
virtuoso;2;
virtuosos;2;
virulenta;-2;
virulentas;-2;
virulento;-2;
virulentos;-2;
visión;1;
visionaria;3;
visionarias;3;
visionario;3;
visionarios;3;
visiones;1;
visiónes;1;
visioneses;1;
vitalidad;3;
vitalidades;3;
vitamina;1;
vitaminas;1;
vitamino;1;
vitaminos;1;
vitriólica;-3;
vitriólicas;-3;
vitriólico;-3;
vitriólicos;-3;
viuda;-1;
viudas;-1;
viudo;-1;
viudos;-1;
viva;1;
vivas;1;
vivaz;3;
vivazes;3;
vivo;1;
vivos;1;
vociferante;-1;
vociferantes;-1;
vulnerabilidad;-2;
vulnerabilidades;-2;
vulnerable;-2;
vulnerables;-2;
WINWIN;3;
won;3;
woohoo;3;
wooo;4;
woow;4;
wOWOW;4;
wowww;4;
wtf;-4;
yeees;2;
