titulo,estilo,artista,id,estrofa
Eres mío,pop,Thala,id_1550,"Tú eres mío, mío, mío (Mío)
Tu foto de perfil es una foto conmigo
Yo soy tuya, tuya, tuya (Tuya)
Que to' los que me escriben se busquen la suya
Porque eres mío, mío, mío (Mío)
Tu foto de perfil es una foto conmigo
Yo soy tuya, tuya, tuya
Que to' los que me escriben se busquen la suya"
Amor limosnero,pop,Joan Sebastian,id_1552,"Aqui se termina, aqui se termina
Este amor limosnero
Me voy de tu vida
Porque te quiero
Te doy la libertad
De que vueles en voz de tu felicidad"
Como Los Gatos,rap,Bejo,id_1553,"Y si un amigo de un amigo de un amigo te lo dijo
¿Por qué estás tan segura de que no te correspondo ?
Que te miento y que te engaño si rápido no respondo
Me pasa por perogrullo, totorota y mentecato
No sé si somos dos que son uno como un diptongo
O dos tontos distintos que están juntos como un hiato
Tú por mí te derrites, yo por ti me arrebato
Pero yo no sé si al rato..."
Con el Coco Rapado,rap,Cartel de Santa,id_1556,"Con el coco rapado
Vamos por todos lados
Con el cuerpo tatuado
Desafiando a la suerte
Tras la vida la muerte
Tras la muerte quien sabe
Como quiera no avisa, esa cae de repente"
Cuando Tú Estás Aquí,pop,Myke Towers,id_1559,"Cuando tú estás aquí (Estás aquí)
Siento que mi corazón del pecho se quiere salir (Eh)
Cuando nos estamos besando (Oh)
Cuando tú estás aquí (Estás aquí)
Te me trepas encima y siento que mis emociones dependen de ti (Dependen de ti)
Cuando estamos chingando (Ey)"
Fuentes de Ortíz,pop,Kenia OS,id_1565,"Ya dime si quieres estar conmigo o si mejor me voy
Tus besos dicen que tú sí me quieres pero tus palabras no
Y al chile yo hasta moriría por ti pero dices que no
No eres directa neta ya me estás cansando sé concreta por favor
Y en la noche en que las estrellas salen
Yo pienso en ti mi amor"
Libera el Estrés,rap,Toteking,id_1566,"You don't understand me, that's your trouble
Not my fault because you don't understand me
I don't understand you either
But I don't spend my whole life tryna put the blame over on you Because my cigarette didn't light
Or because some didn't work, right?
Why you wanna call me a murderer for?
I've never killed anyone
I don't need to kill anyone"
Dilemma Spanish Remix,rap,Casper Mgico,id_1567,"Y yo no paro de pensar en ti
Y donde voy todo me acuerda a ti
Vuelve bebé
Que yo te extraño bebé
(Nosotros somos los mágicos bebé)"
Loca,pop,Shakira,id_1571,"Mientras ella te complace con todos tus caprichos
Yo te llevo al malecón por un caminito
Me dicen que tu novia anda con un rifle
Porque me vio bailando mambo pa' ti, ¿qué no lo permite?
Yo no tengo la culpa de que tú te enamore'
Mientras él te compra flores yo compro cond— ooh!
Yo soy loca con mi tigre
Cuantas más rayas mejor y mira eso es lo que dicen (Shhh)"
Frente a frente,pop,Roco Drcal,id_1572,"Pero yo mi amor
Me lleno de temor
Tan solo de pensar
Que ya quieras terminar
Pero no no necesito
Que me des una razón fijate que no
No tan solo vete
Y no me digas donde estas por favor"
En el amor,pop,JEMR,id_1574,"He sido ilusionado, desilusionado
Y destrozado en un abrir y cerrar de ojos
Esperé por ti todo el tiempo
Fui de feliz a estar enamorado
No quiero volver al pasado
Me asentare y pronto partiré
Me asentare y pronto partiré"
Chica Virtual,pop,Arcngel,id_1576,"Ella es una chica vir-tual
Que le gusta con mi mente ju-gar
Ella te envuelve, bailando te envuelve
Ella es una chica sen-sual
Que le gusta verme su-dar
Ella te envuelve, bailando te envuelve, wow"
Y Cómo Es Él,pop,Marc Anthony,id_1583,"
Mirandote a los ojos juraria
Que tienes algo nuevo que contarme
Empieza ya mujer no tengas miedo
Quizá para mañana sea tarde
Quizá para mañana sea tarde"
Mira Quien Vuelve al 100,rap,Cartel de Santa,id_1584,"Vamos para arriba y eso no puedes negarlo
Vas con la policía y presumías que eras un pinche malandro
Levantaste denuncia, ya quedaste como leandro
Retírate del rap, tú bien sabes de qué hablo
Acá nomás yo rifo, donde quiera y como siempre
El rap es de la calle y de la calle el delincuente
Mejor ya ni le busques no vaya a ser que me encuentren
Y termine denunciado por andar tumbando dientes"
Inolvidable,pop,Farruko,id_1587,"Inolvidable
Esa manera 'e besar
Esa manera 'e bailar (You hear!?)
Inolvidable (¡Farru!)
Esa manera 'e besar (Tell them!)
Esa manera 'e bailar (Alright, alright)"
Ropa Loca,pop,Elsa y Elmar,id_1588,"Quién tocará tu ropa
Ayyy, esa ropa loca
Que yo me quisiera poner
Quién te dirá algún día
Que tú eres la utopía
Que yo quisiera conocer"
Pensar en Ti,pop,Luis Miguel,id_1590,"Pensar en ti, pensar en ti
Seria mas hermoso oír tu voz
Viajar al cielo ilusionada
Y regresar enamorada de mi amor
Pero puedo seguir
Estando solo así
Pensando en ti"
No Te Sueltes,rap,ZPU,id_1593,"Hey, ¿Dónde vas? Sigue ahí
Las cenizas prenden fuego aún
¿Dónde vas? Quédate
Agárrate fuerte, de ahí no te sueltes
¿Dónde vas? Sigue ahí
Las cenizas prenden fuego aún
¿Dónde vas? Quédate
Agárrate fuerte, de ahí no te sueltes"
Medellín,rap,Coqein Montana,id_1594,"
En la city de la coca, el falso Medellín
Del pasillo donde el brillo no está en el bling bling
Oh men, god damn, todo mi equipo está flex
Brillando sin usar chain, de 2 pesitos hicieron 100
En la city de la coca, el falso Medellín
Del pasillo donde el brillo no está en el bling bling
Oh men, god damn, todo mi equipo está flex
Brillando sin usar chain, de 2 pesitos hicieron 100"
Se fue,pop,Carlos Sadness,id_1595,"Se van, se fue
Esa mirada corriendo se va
Se van, se fue
Solo la ves una vez en la vida
No queda nada
(No queda nada)
No
(No queda nada)"
Ese Pibito,rap,Coqein Montana,id_1600,"Papá perdón por tantos pecado'
Tengo lo' ojo' rojo', el corazón blindado
Se me nota el enojo, un amor frustrado
Ahora vivo a mi antojo con dos culo' al lado
Que se joda el amor, trae droga y alcohol
Que yo quiero que esto siga hasta que salga el sol
Me presentó a una amiga y me llevé a la' do'
Que yo quiero que esto siga hasta que salga el sol"
Calma Pueblo,rap,Calle 13,id_1601,"Calma pueblo que aquí estoy yo
Lo que no dicen lo digo yo
Lo que sientes tú lo siento yo
Porque yo soy como tú
¡Duro!"
Slow Motion,rap,Don Omar,id_1607,"Rompe la disco, ponte de espalda
Rompe la disco, súbete la mini
Rompe la disco, ponte de espalda
Rompe la disco
(Vengan, Vengan, Vengan)"
Vida,pop,Ricardo Arjona,id_1608,"Brasil fue campeón en el '70
Y en la radio Paul decía Hey Jude
El gol de pele en cámara lenta
Y el cigarro entraba en el menú
Vi tantas lunas
Que hoy ya no se si soy o fui
Tantas vacunas
Para lograr sobrevivir"
Que Casualidad,country,Ramon Ayala y Sus Bravos Del Norte,id_1612,"Que casualidad
Que nos encontramos
Hoy en este día
Si vieras anoche, soné de ti
Que me acariciabas y me despertabas
Con tus amores
Que casualidad encontrarnos otra vez"
Lo Nuestro,pop,Jory Boy,id_1613,"Calla'o, porque nunca falta el sobra'o (No, no)
Mucho' le tiran pero son fe'o
La' amiga' me tiran en dónde ha' andao'
Lo nuestro es así
Calla'o, todavía nadie se ha entera'o (No, no)
En la cama estamo' amarrao' (Uuh)
En la mía y ella por su la'o
Lo nuestro e' así"
Tamo Joya,rap,Malandro,id_1615,"Esto es para siempre del underground
Del barrio donde duele aguantarte el round
Del lado donde siempre estás re jugado (Re jugado)
Desde ya del ""vamos"" (Ajá, ajá)
Me dijeron: ""No se puede en el underground"" (¿Qué?)
Y estoy contando papeles por todos lados (Jajaja)
Me la chupa la tele, interne' y la radio (Que la chupe)
Ya nos acomodamos (Muah)"
Prieta casada,pop,Los Tigres Del Norte,id_1616,"Me he de llevar esa prieta
No le hace que este casada
Ella me dice que esta
De mi muy enamorada
Que me la lleve muy lejos
Aunque sea una temporada"
Tu Verdad,pop,J Balvin,id_1620,"Tú ere' mejor que Nochebuena
O que una noche en Cartagena
Cuando tú sale' en Luna llena
'So me motiva, me envenena
Nos entendemo', rico lo hacemo'
Cuando no' vemo' no existen lo' freno'
Nada de extremo'"
Fiel amiga,pop,Daddy Yankee,id_1626,"Los día', la' noche' fría' (Fría')
Juegan con mi psicología (-gía)
En ti recae la esperanza mía
Te lo digo claro sin hipocresía (-sía)
Pedir perdón no me hace menos hombre
Quiero decírselo, pero no me responde
Cuéntame despué' lo que ella a ti te diga
Ya que tú eres su fiel amiga"
Escondite inglés,rock,Shakira,id_1627,"Yo seré tus deseos hechos piernas
La que dicte una sentencia a tu imaginación
Yo seré un complot para tu mente
El objeto y la causa de tu perdición
Y tu buena suerte"
Los Barcos,pop,Gepe,id_1630,"De saber lo que es
Y lo que se dice cuando me muero
De entusiasmo, de entusiasmo...
Los barcos se van y vienen acá
Disfrutan la orilla y luego se van"
Si Usted Fuera Yo,country,Christian Nodal,id_1631,"Es tan fácil perderse
En esa mirada
Así como amarla
Cada amanecer
Si Usted Fuera Yo
Solo por unas horas
Se daría cuenta
Que siento en mi piel"
¿Cuánto cabe en un Adiós?,rock,Mgo de Oz,id_1633,"Quiero saber si existe
Castigo por poner mi alma a tus pies
Y venderme por un amor
Quiero saber si existe
Un cielo para idiotas que como yo
Saben cuanto cabe en un adiós"
Guerrero,rap,Farruko,id_1637,"Porque vengo 'e la calle y soy un guerrero
No me dejo de nadie, yo me hice de cero
Yo vengo 'e la calle y soy un guerrero
No me dejo de nadie, yo me hice de cero
Yeah-yeah-yeah
(Farru, uh-uh-uh
Laramercy gang)"
Orden natural,pop,Los Claxons,id_1647,"Porque no me queda más (me queda más) ohh
Me queda más (me queda más) ohh
Porque no me queda más (me queda más) ohh
Me queda más (me queda más) ohh
Vida nunca pares, nunca me dejes de tentar"
Sermón,rap,Foyone,id_1656,"(¡Wo! ¡Foyone!)
¡El Presidente!
Ya está bien de farsantes y de putas mentiras
La política es mentira
Las banderas son mentira
Las fronteras son mentira (Una puta mentira)
Foyone presidente; presidente de las calles, de los enfermos y de los muertos, presidente de las ratas, presidente de los reptiles
Sólo un puto loco puede salvarnos"
Espera en el cielo,rock,Mgo de Oz,id_1665,"Desde que te fuiste tu cama está
Esperando a que vuelvas si te quieres tumbar
Tus juguetes también siguen aquí
Me recuerdan tu olor, me recuerdan a ti
Mama está bien"
El Agricultor,pop,Los Tucanes De Tijuana,id_1668,"Ramita internacional
Eres qien cumple mis sueños
Nunca te voy a dejar
Pues ya me siento tu dueño
Graciaz a ti soy el gran
Agricultor del milenio"
Sauce Boy Freestyle 4,rap,Eladio Carrin,id_1669,"Free a to' lo' mío' que están en la nevera
Deseando un día de suerte, tocando madera
Ello' quieren que me caiga, no existe manera
Par de pollo' en la caja, no son muslo' y cadera'
¿De qué valen los código', si no lo' siguen?
Nunca quieren beef cuando me ven, son vegan
No son de la movie, solo se la viven
¿Cómo te va' a llamar ""rapero"" si te escriben?"
La Vergüenza,pop,Silvio Rodrguez,id_1673,"Tengo luz fría y lavamanos
Cables, botones casi humanos
Pero si fuera, ay, mi paisaje
Solo de ruinas intersas tendría la vergüenza
¿A que más?"
En La Luna,pop,Eskorbuto,id_1675,"Y asi seguire, y asi seguire
Y asi seguire y asi seguire
Y asi seguire, y asi seguire
Y asi seguire, y asi seguire
Y asi seguire y asi seguire
Y asi seguire"
Puebla,pop,Alvaro Soler,id_1678,"Oh oh, oh oh oh
Se pierden en el momento
Oh oh, oh oh oh
Les gusta el movimiento
Todo el mundo empieza a mirar
Poco a poco y cada vez más
En Puebla bailan así
Se pierden en el momento"
Mis Manos,pop,Junior H,id_1681,"Entonces si ves que las racas las gastó
A veces en puteríos y en champagne, en eso ando a cada rato
La vida que llevo no le gusta a veces a mi Dios
Pero es que una mala y desaparecemos
Ya estás en la caja y tus queridos rezándote un ""Padre Nuestro""
Por eso vivo primero antes de que se oculte el sol"
La Cantata del Diablo Missit me Dominus,rock,Mgo de Oz,id_1685,"En nombre de la única religión
Dictamos sentencia y te condenamos
A la piadosa purificación
Del fuego y el dolor
En manos de Dios debes de poner
Tu alma, tu hacienda y todos tus pecados
Acepta a Cristo y encomiéndate
Pues pronto darás cuentas a Él"
Darkiel Omar,rap,Darkiel,id_1686,"Aunque lo doy todo por las personas
Pienso solo en mi
Mis chavos, mis cadenas, mis sueños y ser feliz
Y hablando de mis cadenas, ¿Porque se llaman así?
Porque me amarran a ser lo que de chamaco escogí"
Tiempo Al Viento,pop,Natalia Lafourcade,id_1689,"Pido tiempo al viento
No olvides momentos
Vuelven sentimientos para recordar
Pido tiempo al viento
No olvides...
Vuelven sentimientos para recordar, recordar..."
Nosotros Mismos,rap,Toteking,id_1696,"ToteKing
Vuelve el mc flaco
Con un DJ en los platos
Palabras son armas, lenguaje del alma
Tómalo con calma
Del corazón al bafle"
Ojos negros nunca engañan,pop,Los Tigres Del Norte,id_1704,"Cada dia que va pasando
Estoy sufriendo
Y si pienso en olvidarte
Sufro mas
Tengo el alma adolorida
Ya no puedo sufrir mas"
Mucha Marihuana,rap,Cartel de Santa,id_1705,"Yo soy pa' ti, tú pa' mí
Así nomás, ¿pa' que mas?
Si lo nuestro es fumar
En el bong, marihuana
Mucha marihuana"
Dinero Ahí Fuera,rap,Kaydy Cain,id_1707,"Don't play, nunca juegues con el rey
O acabarás en los leones okay
Tengo un ejercito de pirris detrás, no llegaras ni a verlo
Porque yo voy en cabeza para darte huevo
Yo ya estuve en el infierno hablando con Dios
Ya pagué por lo que hice y por lo que no
Mi mujer es mi vida, mi vida mi familia
El dinero es mi religión, mi biblia"
Cariño dónde andarás,pop,Los Tigres Del Norte,id_1708,"Cariño donde andarás
Con quien te andarás paseando
No me calienta ni el sol
Por eso vivo penando
Solo la muerte es ausencia
Tú volverás a mi lado"
Lentamente,pop,M2H,id_1711,"¿Por qué soy así?
Mirándome al espejo no quiero ver
Todas las veces que nunca estuve ahí
Mientras que tus lágrimas caen lentamente
Si… mirándome al espejo no quiero ver
Todas las veces que solo pensé en mi
Mientras que tus lágrimas caen lentamente"
Duele,rap,Bejo,id_1712,"(Tú, tú, tú)
Tú bien sabes cómo hacerme enloquecer
No te pierdas, quiero más
Pero de eso que yo quiero ya no queda
Oh baby, ven
Sólo te oigo decir ""yo no sé""
No te imaginas lo que me duele
Eh-eh, eh-eh, eh-eh, eh, eh (Duele)"
Ya No Me Llamas,pop,Nicky Jam,id_1719,"Ya no me llamas
Por mucho tiempo
Y solo quedan en mi mente tus recuerdos
Y ahora yo lloro porque eras mia
No solo fue pasion tambien fue vida"
La Punto 40,rap,Neutro Shorty,id_1721,"Mientra' má' money tiene', má' problema' (Problema')
La envidia por dentro lo' quema (Ey)
Oro rojo corriendo por mis vena' (Ey)
Ojos rojo' fumando yerba buena
Nunca les cuente' tus triunfo' a nadie, no sabe' quiene' son las hiena' (Hiena')
A mucho' le' gusta llamar al diablo, pero se cagan cuando llega"
Ellas Soy Yo,pop,Gloria Trevi,id_1726,"¿Cómo fue que olvidaste?
De su vientre y su sangre te alimentaste
Como alas de un ángel
Te tomaba en sus brazos para cuidarte
Y tú la encadenas al dolor y borras de golpe todo su valor
Y todas son ellas
Y ellas soy yo...
Ellas soy yo"
Perdón,pop,Maluma,id_1728,"Si te fallé, perdón (Eh-eh)
Te doy toda la razón (Oh-oh)
Baby, yo te necesito (Eh-eh)
Me estoy muriendo de ganas por darte un besito
Si te fallé, perdón
Te doy toda la razón (Razón)
Baby, yo te necesito (Woh)
Me estoy muriendo de ganas, yah-ah"
Acepto Mi Derrota,pop,Los Bukis,id_1736,"No niego es muy cierto
Que pequeño siempre fui
Para lo grande que tu siempre fuiste para mi
Si de tu boca, salió dejarme
Acepto mi derrota se feliz"
Mercedes Mclaren Slr,rap,Yung Beef,id_1740,"Ponlo en el Mercedes, por el barrio vendiendo la nieve
Yo no soy tu amigo, hijo e' puta, no jodo contigo
Fajo' en los bolsillo', come-mierda, 'tamo' bendecido'
Saben cuando vengo, la calle siempre viene conmigo
Ponlo en el Mercedes, por el barrio vendiendo la nieve
Yo no soy tu amigo, hijo e' puta, no jodo contigo
Siéntela en el pecho, come-mierda, escucha lo' latido'
Saben cuando vengo, la calle siempre viene conmigo"
Señora Primera Fila En Vivo,pop,Yuridia,id_1747,"Ahora es tarde, señora
Ahora es tarde, señora
Ahora nadie puede apartarlo de mi
Ahora nadie puede apartarlo de mi
Ahora nadie puede apartarlo de mi
Ahora nadie puede apartarlo de mi"
La gata bajo la lluvia - con natalia jimenez,pop,Roco Drcal,id_1752,"Ya lo vez la vida es asi;
Tu te vas y yo me quedo aqui
Llovera y ya no sere tuya
Sera la gata bajo la lluvia
Y maullaré por ti"
Buenos Días Bebé,pop,ejo,id_1754,"Buenos día', bebé
Me tuve que acostumbrar a hablar solo con tu foto
Me dejaste solito bien triste con el corazón roto
Yo aquí volviéndome loco mientras tú anda' con otro
Pero buenos día', bebé
Buenos día', bebé"
Olvídame,pop,Gepe,id_1758,"Olvídame
Yo nunca he pretendido
Tener tu corazón aprisionado
El tiempo cicatriza las heridas
Que dejan los recuerdos del pasado"
Te Boté RHLM Version,pop,Anuel AA,id_1759,"Uah
Real hasta la muerte, baby
Anuel
Se viste to'a de rojo porque es una diablita (Diablita)
Hija 'e lucifer (Uah)
Tú ere' una diabla y te ensuciaste en otra piel (Uah)
To'a la mierda que tu habla' (Uah), to' se murió, mala mujer
Y ya tú a mí me endiabla y pa'l carajo te boté, baby"
Lágrimas Sal Y Limón,pop,Bronco,id_1761,"Y aquí estoy tomando en la cantina
En mi cerveza hay lagrimas
Sal y limón
Y hay un tonto que
Ha tocado la guitarra
Esta cantando una canción
Que te gustaba
Haciendo mas profundo mi dolor"
Favor Con Favor,rap,Santa RM,id_1766,"El portón abrió, el sol pegaba en su rostro
Él juró jamás nunca volver a ser un monstruo
Gustavo cumplió, encontró a doña Consuelo
Al fondo de un callejón, color miel era su pelo
Sus ojos lloraron al oír hablar de su hijo
¿Qué es lo que pasó? Es es el acertijo
""Siéntese mijito, ¿gusta un trago de mezcal?""
""Bueno solo uno, el alcohol me pone mal"""
