Título,Reseña,Género,id
"Honey, We Shrunk Ourselves","La broma se vuelve en contra del despistado científico Wayne Szalinski cuando su problemático invento lo encoge a él, a su hermano y a sus esposas de tal manera que sus hijos creen que han desaparecido por completo. Claro que esto les da rienda suelta a los niños para que hagan lo que quieran, sin saber que sus padres los vigilan de cerca.",Aventura,id_471
Stuart Little 2,"Stuart, un adorable ratón blanco, sigue viviendo feliz con su familia adoptiva, los Little, en el lado este de Central Park, en Manhattan. Les esperan más aventuras disparatadas cuando Stuart, su hermano humano, George, y su traviesa gata, Snowbell, se dispongan a rescatar a un amigo.",Familia,id_472
Cantinflas,"Mike Todd es un productor de Broadway que lucha por producir la película La vuelta al mundo en 80 días. En México, Mario Moreno, un joven artista, lucha por ganarse el reconocimiento, pero logra convertirse en una estrella. Un giro del destino los convierte en socios. Juntos ganan el Óscar a la Mejor Película.",Drama,id_473
"Batman: The Long Halloween, Part One","Tras una brutal serie de asesinatos ocurridos en Halloween, Acción de Gracias y Navidad, el joven justiciero de Gotham City conocido como Batman se dispone a dar caza al misterioso asesino en serie junto al oficial de policía James Gordon y el fiscal de distrito Harvey Dent.",Animación,id_474
Ad Astra,"El futuro cercano, una época donde tanto la esperanza como las adversidades impulsan a la humanidad a mirar hacia las estrellas y más allá. Mientras un misterioso fenómeno amenaza con destruir la vida en el planeta Tierra, el astronauta Roy McBride emprende una misión a través de la inmensidad del espacio y sus numerosos peligros para descubrir la verdad sobre una expedición perdida que décadas atrás se enfrentó valientemente al vacío y al silencio en busca de lo desconocido.",Ciencia ficción,id_475
The Magnificent One,Un escritor de novelas de ficción barata se imagina a sí mismo como el apuesto héroe y a su vecina inglesa como su interés amoroso.,Acción,id_476
Redeeming Love,Una reinterpretación del libro bíblico de Oseas ambientada en el contexto de la fiebre del oro de California de 1850.,Drama,id_477
Jumanji: Welcome to the Jungle,"La situación da un giro inesperado cuando cuatro adolescentes son absorbidos por el mundo de Jumanji, donde se enfrentan a rinocerontes, mambas negras y una infinidad de trampas y acertijos en la jungla. Para sobrevivir, tendrán que jugar como personajes del juego.",Aventura,id_478
V.I.P.,"El hijo de un alto funcionario norcoreano comete una serie de asesinatos que se extienden por todo el mundo. La película muestra los acontecimientos posteriores, mientras Corea del Sur, Corea del Norte e Interpol inician su persecución.",Delito,id_479
The Arrival,"Zane Ziminski es un astrofísico que recibe un mensaje que parece tener origen extraterrestre. Poco después de su descubrimiento, Zane es despedido. Entonces, se embarca en una búsqueda para determinar el origen de la transmisión, la cual lo lleva a un laberinto hitchcockiano de paranoia e intriga.",Ciencia ficción,id_480
Fitzcarraldo,"Fitzcarraldo es un soñador que planea construir un teatro de ópera en Iquitos, en la Amazonía peruana, por lo que, para financiar su proyecto, se embarca en una aventura épica para recolectar caucho, un producto muy rentable, en una región remota e inexplorada de la selva tropical.",Drama,id_481
"Love, Rosie","Desde que se conocieron a los 5 años, Rosie y Alex han sido mejores amigos, compartiendo juntos las alegrías y las dificultades de crecer. Un fugaz momento compartido, una oportunidad perdida y las decisiones que siguieron llevaron sus vidas por caminos completamente distintos. Mientras cada uno navega por las complejidades de la vida, el amor y todo lo demás, siempre encuentran la manera de volver a encontrarse. Pero, ¿es solo amistad o algo más?",Comedia,id_482
Life Itself,"A medida que una joven pareja neoyorquina pasa del romance universitario al matrimonio y al nacimiento de su primer hijo, los giros inesperados de su historia crean repercusiones que se extienden por continentes y a lo largo de generaciones.",Drama,id_483
District 13: Ultimatum,"Damien y Leito regresan al Distrito 13 con la misión de traer la paz a este sector conflictivo, controlado por cinco jefes de pandillas diferentes, antes de que los servicios secretos de la ciudad tomen medidas drásticas para resolver el problema.",Acción,id_484
Australia,"Ambientada en el norte de Australia antes de la Segunda Guerra Mundial, una aristócrata inglesa que hereda un extenso rancho se ve obligada a hacer un pacto con un vaquero para proteger su nueva propiedad de un complot para apoderarse de ella. Mientras ambos arrean 2000 cabezas de ganado a través de un paisaje inhóspito, presencian de primera mano el bombardeo de Darwin por las fuerzas japonesas.",Aventura,id_485
Time to Hunt,"Cuatro jóvenes quieren dejar atrás su mundo distópico e ir a un paraíso lejano para cometer un robo de dinero, un acto audaz que tendrá consecuencias inesperadas.",Drama,id_486
The Queen's Corgi,"Desde su llegada al Palacio de Buckingham, Rex vive una vida de lujos. Como el perro más popular, ha eclipsado a sus tres compañeros Corgis en el corazón de Su Majestad. Su arrogancia puede resultar bastante irritante. Cuando provoca un incidente diplomático durante una cena oficial con el Presidente de los Estados Unidos, cae en desgracia. Traicionado por uno de sus compañeros, Rex se convierte en un perro callejero en las calles de Londres. ¿Cómo podrá redimirse? En el amor encontrará la fuerza para superarse a sí mismo ante el gran peligro…",Familia,id_487
Monster-in-Law,"Charlotte Cantilini, empleada temporal de oficina, cree haber encontrado al hombre de sus sueños cuando empieza a salir con el apuesto cirujano Dr. Kevin Fields. Pero un obstáculo se interpone en su camino hacia la felicidad eterna: la madre de Kevin, Viola, una mujer dominante y controladora. Temiendo perder el cariño de su hijo para siempre, Viola decide separar a la feliz pareja convirtiéndose en la peor suegra del mundo.",romance,id_488
Team America: World Police,"Team America World Police sigue a una fuerza policial internacional dedicada a mantener la estabilidad global. Al enterarse de que el dictador Kim Jong Il planea destruir el mundo, el equipo recluta a la estrella de Broadway Gary Johnston para infiltrarse. Con la ayuda de Team America, Gary logra descubrir el plan para destruir el mundo. ¿Podrá Team America salvarlo a tiempo? Está protagonizada por… Samuel L. Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… ¿o no?",Aventura,id_489
Irreplaceable You,Una pareja que se conoce desde los 8 años está destinada a estar junta hasta que la muerte los separe.,Comedia,id_490
The Circle,"Una joven ingeniera tecnológica consigue un trabajo en una poderosa corporación de internet, asciende rápidamente en la empresa y pronto se ve envuelta en una situación peligrosa relacionada con la privacidad, la vigilancia y la libertad. Descubre que sus decisiones y acciones determinarán el futuro de la humanidad.",Drama,id_491
Romancing the Stone,"Aunque es capaz de contar historias apasionadas y desenfrenadas, la novelista Joan Wilder carece de vida propia. Un día, la aventura se cruza en su camino en forma de un misterioso paquete. Resulta que el paquete es el rescate que necesita para liberar a su hermana secuestrada, así que Joan vuela a Sudamérica para entregarlo. Pero se sube al autobús equivocado y termina perdida en la selva.",Aventura,id_492
"The Simpsons: The Good, the Bart, and the Loki","Loki es desterrado de Asgard una vez más y debe enfrentarse a sus oponentes más duros hasta la fecha: Los Simpson y los héroes más poderosos de Springfield. El Dios de las Travesuras se une a Bart Simpson en el evento crossover definitivo que rinde homenaje al Universo Cinematográfico de Marvel, con sus superhéroes y villanos.",Animación,id_493
The Jack in the Box,"Cuando se desentierra y se abre una caja sorpresa antigua, sus nuevos dueños pronto tienen motivos para creer que el espeluznante muñeco payaso que hay dentro tiene vida propia.",Horror,id_494
Les Misérables,"Una adaptación del exitoso musical teatral basado en la novela clásica de Victor Hugo, ambientada en la Francia del siglo XIX, en la que un prisionero en libertad condicional llamado Jean Valjean busca la redención.",Historia,id_495
Gifted Hands: The Ben Carson Story,"Gifted Hands: The Ben Carson Story es una película basada en la vida del neurocirujano de renombre mundial Ben Carson, desde 1961 hasta 1987.",Drama,id_496
Redline,"Una joven y hermosa fanática de los automóviles, y vocalista de la banda independiente más popular de la costa oeste, se ve envuelta en competiciones ilegales de carreras de aceleración organizadas por fanáticos de los autos exóticos.",Acción,id_497
The Painted Veil,"Un médico británico lucha contra un brote de cólera en una pequeña aldea china, mientras que al mismo tiempo se encuentra atrapado en su hogar en un matrimonio sin amor con una esposa infiel.",romance,id_498
The Vampire Lovers,"En el corazón de Estiria, la familia Karnstein, incluso después de su muerte, se levanta de sus tumbas, sembrando el mal en el campo con una sed insaciable de sangre fresca. El barón Hartog, cuya familia es víctima del vampirismo Karnstein, abre sus tumbas y clava una estaca en sus corazones diabólicos. Una tumba que no logra encontrar es la de la legendaria y bella Mircalla Karnstein. Tras aquella noche espantosa, transcurren años de paz hasta que Mircalla reaparece para vengar la aniquilación de su familia y saciar su sed de sangre.",Horror,id_499
Bleach the Movie: The DiamondDust Rebellion,"Cuando un artefacto conocido como el ""Sello del Rey"" es robado durante su transporte desde la Sociedad de Almas, Hitsugaya Toushirou es asignado para recuperarlo. Toushirou desaparece tras una batalla con los ladrones, lo que lleva al Seireitei a sospechar de él por traición. Ordenan su captura y ejecución inmediatas. Incapaces de creer que sea capaz de tal crimen, Ichigo, Rangiku, Rukia y Renji parten en busca de Toushirou.",Acción,id_500
Tokyo Ghoul,"Un estudiante universitario de Tokio es atacado por un ghoul, un humano con superpoderes que se alimenta de carne humana. Sobrevive, pero se transforma en parte ghoul y se convierte en un fugitivo.",Acción,id_501
No Manches Frida,"Tras salir de prisión, el atracador de bancos Zequi se dispone a recuperar el dinero robado que su torpe cómplice enterró. Se horroriza al descubrir que un gimnasio de instituto se alza ahora sobre el lugar donde está escondido el botín. Necesitando infiltrarse en el edificio, Zequi consigue un trabajo como profesor sustituto para un grupo de estudiantes rebeldes e indisciplinados. Mientras el exconvicto intenta imponer su autoridad, empieza a darse cuenta de que la vida en la cárcel podría haber sido más fácil que lidiar con adolescentes rebeldes.",Comedia,id_502
A Kind of Murder,"En el Nueva York de los años sesenta, Walter Stackhouse es un arquitecto exitoso casado con la bella Clara, quien lleva una vida aparentemente perfecta. Pero su fascinación por un asesinato sin resolver lo sumerge en una espiral de caos, viéndose obligado a jugar al gato y al ratón con un astuto asesino y un detective demasiado ambicioso, mientras que, al mismo tiempo, siente deseo por otra mujer.",Drama,id_503
